x,y,covariance
0.14,0.18,"[[3.90710643e-09 2.03704667e-09] [2.03704667e-09 1.31051355e-08]]"
0.14,-0.18,"[[2.91728222e-09 7.42698894e-10] [7.42698894e-10 3.18359020e-09]]"
0.14,0.23,"[[ 7.29766136e-09 -2.29999563e-07] [-2.29999563e-07  7.81711536e-06]]"
0.14,-0.23,"[[2.72124630e-09 4.24432516e-11] [4.24432516e-11 1.65738505e-09]]"
0.14,0.01,"[[ 3.34408351e-08 -1.03036317e-07] [-1.03036317e-07  1.54767076e-06]]"
0.14,-0.01,"[[1.57934096e-08 1.90841473e-06] [1.90841473e-06 5.73862468e-04]]"
0.14,0.08,"[[ 1.13788990e-08 -5.91099211e-07] [-5.91099211e-07  3.08349106e-05]]"
0.14,-0.08,"[[2.30093263e-09 3.77378147e-09] [3.77378147e-09 6.19544536e-09]]"
0.14,0.16,"[[2.75060953e-09 3.01224804e-09] [3.01224804e-09 1.34639658e-08]]"
0.14,-0.16,"[[2.29927102e-09 6.87229350e-10] [6.87229350e-10 1.82327565e-09]]"
0.14,0.05,"[[ 4.20129167e-09 -1.32252076e-07] [-1.32252076e-07  4.17288161e-06]]"
0.14,-0.05,"[[2.63235385e-09 9.76599561e-09] [9.76599561e-09 3.63727446e-08]]"
0.14,0.1,"[[ 3.43568832e-09 -4.24758746e-08] [-4.24758746e-08  7.24482898e-07]]"
0.14,-0.1,"[[2.64748341e-09 2.87429584e-09] [2.87429584e-09 3.20669061e-09]]"
0.14,0.03,"[[ 2.59744821e-08 -3.06048043e-08] [-3.06048043e-08  1.53532646e-06]]"
0.14,-0.03,"[[1.09658356e-08 2.67093347e-08] [2.67093347e-08 1.76070564e-07]]"
0.14,0.12,"[[ 3.99700919e-09 -9.64571749e-09] [-9.64571749e-09  4.86389259e-08]]"
0.14,-0.12,"[[2.77044531e-09 2.27418547e-09] [2.27418547e-09 2.35976000e-09]]"
0.14,0.21,"[[ 3.95190749e-09 -1.46001153e-08] [-1.46001153e-08  1.05206137e-07]]"
0.14,-0.21,"[[3.04797121e-09 5.75874100e-10] [5.75874100e-10 3.61743796e-09]]"
0.14,0.14,"[[ 3.56645413e-09 -4.94153316e-12] [-4.94153316e-12  1.10385735e-08]]"
0.14,-0.14,"[[2.24229630e-09 1.14842217e-09] [1.14842217e-09 1.74187412e-09]]"
-0.14,0.25,"[[5.57352399e-09 2.51953333e-09] [2.51953333e-09 5.32635737e-09]]"
-0.14,-0.25,"[[5.45677030e-10 2.66393279e-10] [2.66393279e-10 1.85831336e-10]]"
-0.14,0.18,"[[3.14090721e-09 1.48618984e-09] [1.48618984e-09 2.37611335e-09]]"
-0.14,-0.18,"[[ 2.67009156e-09 -8.25461933e-10] [-8.25461933e-10  5.60948070e-10]]"
-0.14,0.23,"[[4.26541508e-09 2.57953105e-09] [2.57953105e-09 4.47212954e-09]]"
-0.14,-0.23,"[[1.51684253e-09 5.33162337e-10] [5.33162337e-10 2.84353021e-10]]"
-0.14,0.01,"[[2.09869842e-09 4.72178021e-10] [4.72178021e-10 1.19546685e-09]]"
-0.14,-0.01,"[[1.58833434e-09 3.03629618e-10] [3.03629618e-10 1.78651775e-09]]"
-0.14,0.08,"[[1.61588985e-09 7.90429422e-10] [7.90429422e-10 1.32394832e-09]]"
-0.14,-0.08,"[[1.02232258e-09 1.22306440e-10] [1.22306440e-10 2.42428536e-09]]"
-0.14,0.16,"[[2.85056601e-09 1.63404095e-09] [1.63404095e-09 2.35674310e-09]]"
-0.14,-0.16,"[[ 2.97399212e-09 -9.11426394e-10] [-9.11426394e-10  9.36507621e-10]]"
-0.14,0.05,"[[1.25842328e-09 4.75166805e-10] [4.75166805e-10 1.25857624e-09]]"
-0.14,-0.05,"[[2.47655934e-09 2.03189340e-10] [2.03189340e-10 1.17109356e-09]]"
-0.14,0.1,"[[1.46673926e-09 8.12099320e-10] [8.12099320e-10 1.21139376e-09]]"
-0.14,-0.1,"[[1.55927404e-09 5.07807351e-11] [5.07807351e-11 1.12756642e-09]]"
-0.14,0.03,"[[2.25174488e-09 5.46042989e-10] [5.46042989e-10 1.10456827e-09]]"
-0.14,-0.03,"[[3.09612594e-09 6.54143428e-10] [6.54143428e-10 1.59263703e-09]]"
-0.14,0.12,"[[1.93780617e-09 1.11871868e-09] [1.11871868e-09 1.67023219e-09]]"
-0.14,-0.12,"[[ 2.43885216e-09 -1.38990231e-09] [-1.38990231e-09  1.26893386e-09]]"
-0.14,0.21,"[[2.37270775e-09 1.76464857e-09] [1.76464857e-09 4.50072455e-09]]"
-0.14,-0.21,"[[2.16711431e-09 4.26331482e-10] [4.26331482e-10 2.13002323e-10]]"
-0.14,0.14,"[[2.27618077e-09 9.26637702e-10] [9.26637702e-10 1.85559272e-09]]"
-0.14,-0.14,"[[9.80744164e-10 3.01928822e-10] [3.01928822e-10 2.62667501e-09]]"
